x-axis,1,2
second,Volt,Volt
-9.9800E-03,,
-9.9700E-03,-127.2849E-03,-3.7698E-03
-9.9600E-03,-76.7352E-03,-4.0788E-03
-9.9500E-03,-5.6925E-03,-3.5518E-03
-9.9400E-03,+52.1435E-03,-2.8935E-03
-9.9300E-03,+108.6134E-03,-3.6774E-03
-9.9200E-03,+168.7264E-03,-3.6241E-03
-9.9100E-03,+237.0367E-03,-4.0694E-03
-9.9000E-03,+317.6429E-03,-4.0160E-03
-9.8900E-03,+367.7371E-03,-3.0820E-03
-9.8800E-03,+445.1555E-03,-3.4432E-03
-9.8700E-03,+494.3389E-03,-3.1241E-03
-9.8600E-03,+574.0342E-03,-3.6259E-03
-9.8500E-03,+629.5933E-03,-4.2874E-03
-9.8400E-03,+698.8144E-03,-3.2811E-03
-9.8300E-03,+765.7585E-03,-3.2874E-03
-9.8200E-03,+816.7635E-03,-3.3866E-03
-9.8100E-03,+880.9752E-03,-4.0393E-03
-9.8000E-03,+938.3558E-03,-3.6605E-03
-9.7900E-03,+1.0148634E+00,-3.6046E-03
-9.7800E-03,+1.0745210E+00,-2.8433E-03
-9.7700E-03,+1.1537610E+00,-2.4413E-03
-9.7600E-03,+1.2056768E+00,-2.7258E-03
-9.7500E-03,+1.2753533E+00,-3.0254E-03
-9.7400E-03,+1.3372880E+00,-3.2911E-03
-9.7300E-03,+1.4037767E+00,-3.2070E-03
-9.7200E-03,+1.4720870E+00,-2.1888E-03
-9.7100E-03,+1.5180826E+00,-2.6366E-03
-9.7000E-03,+1.5986888E+00,-2.2553E-03
-9.6900E-03,+1.6401303E+00,-2.9218E-03
-9.6800E-03,+1.7170933E+00,-1.3313E-03
-9.6700E-03,+1.7717415E+00,-1.1818E-03
-9.6600E-03,+1.8546247E+00,-1.9174E-03
-9.6500E-03,+1.9001649E+00,-2.5851E-03
-9.6400E-03,+1.9762170E+00,-1.7453E-03
-9.6300E-03,+2.0272221E+00,-1.7899E-03
-9.6200E-03,+2.0905229E+00,-2.2509E-03
-9.6100E-03,+2.1588332E+00,-2.3156E-03
-9.6000E-03,+2.2194017E+00,-2.7918E-03
-9.5900E-03,+2.2977309E+00,-1.4783E-03
-9.5800E-03,+2.3409940E+00,-1.4808E-03
-9.5700E-03,+2.4270650E+00,-1.7277E-03
-9.5600E-03,+2.4553000E+00,-1.7968E-03
-9.5500E-03,+2.5386385E+00,-2.1027E-03
-9.5400E-03,+2.5814463E+00,-800.6E-06
-9.5300E-03,+2.6666065E+00,-602.7E-06
