x-axis,1,2
second,Volt,Volt
-10.00000E-03,-34.70870E-03,+1.48398E-03
-9.99000E-03,-34.65374E-03,+1.46828E-03
-9.98000E-03,-32.70650E-03,+1.35835E-03
-9.97000E-03,-32.65154E-03,+1.43687E-03
-9.96000E-03,-31.63081E-03,+1.43687E-03
-9.95000E-03,-31.74073E-03,+1.31124E-03
-9.94000E-03,-29.87202E-03,+1.31124E-03
-9.93000E-03,-29.68357E-03,+1.27984E-03
-9.92000E-03,-27.72849E-03,+1.29554E-03
-9.91000E-03,-26.33872E-03,+1.26413E-03
-9.90000E-03,-25.89903E-03,+1.27984E-03
-9.89000E-03,-24.03816E-03,+1.35835E-03
-9.88000E-03,-24.04601E-03,+1.27984E-03
-9.87000E-03,-22.20085E-03,+1.32695E-03
-9.86000E-03,-22.12233E-03,+1.24843E-03
-9.85000E-03,-20.26932E-03,+1.26413E-03
-9.84000E-03,-20.32428E-03,+1.23273E-03
-9.83000E-03,-18.32993E-03,+1.23273E-03
-9.82000E-03,-18.19645E-03,+1.23273E-03
-9.81000E-03,-16.57114E-03,+1.21702E-03
-9.80000E-03,-16.42981E-03,+1.24843E-03
-9.79000E-03,-14.84375E-03,+1.21702E-03
-9.78000E-03,-12.84940E-03,+1.24843E-03
-9.77000E-03,-12.77874E-03,+1.23273E-03
-9.76000E-03,-10.85506E-03,+1.24843E-03
-9.75000E-03,-10.87861E-03,+1.23273E-03
-9.74000E-03,-9.12767E-03,+1.04428E-03
-9.73000E-03,-9.19834E-03,+1.02858E-03
-9.72000E-03,-7.30606E-03,+1.16991E-03
-9.71000E-03,-7.25110E-03,+1.05999E-03
-9.70000E-03,-5.50801E-03,+1.07569E-03
-9.69000E-03,-5.06831E-03,+1.18562E-03
-9.68000E-03,-3.54507E-03,+1.05999E-03
-9.67000E-03,-2.46938E-03,+1.05999E-03
-9.66000E-03,-2.40656E-03,+1.01288E-03
-9.65000E-03,-639.92E-06,+1.04428E-03
-9.64000E-03,-529.99E-06,+1.07569E-03
-9.63000E-03,+1.23665E-03,+1.18562E-03
-9.62000E-03,+1.26806E-03,+1.07569E-03
-9.61000E-03,+3.08182E-03,+997.17E-06
-9.60000E-03,+3.07396E-03,+997.17E-06
-9.59000E-03,+4.82491E-03,+981.47E-06
-9.58000E-03,+5.28031E-03,+1.05999E-03
-9.57000E-03,+6.68577E-03,+1.07569E-03
-9.56000E-03,+8.27968E-03,+1.09139E-03
-9.55000E-03,+8.64871E-03,+1.23273E-03
-9.54000E-03,+10.50173E-03,+1.46828E-03
