x-axis,F1
+1.95817E+03,-80.47729E+00
+1.97719E+03,-78.68286E+00
+1.99620E+03,-77.93335E+00
+2.01521E+03,-78.64868E+00
+2.03422E+03,-80.63354E+00
+2.05323E+03,-82.62573E+00
+2.07224E+03,-83.87329E+00
+2.09125E+03,-82.58423E+00
+2.11027E+03,-82.60376E+00
+2.12928E+03,-82.98462E+00
+2.14829E+03,-83.26782E+00
+2.16730E+03,-82.17651E+00
+2.18631E+03,-81.26831E+00
+2.20532E+03,-81.35376E+00
+2.22433E+03,-82.91870E+00
+2.24335E+03,-84.57153E+00
+2.26236E+03,-86.36597E+00
+2.28137E+03,-85.71411E+00
+2.30038E+03,-85.30151E+00
+2.31939E+03,-84.88159E+00
+2.33840E+03,-85.47241E+00
+2.35741E+03,-84.90845E+00
+2.37643E+03,-83.92700E+00
+2.39544E+03,-83.32886E+00
+2.41445E+03,-84.39575E+00
+2.43346E+03,-86.15356E+00
+2.45247E+03,-87.58179E+00
+2.47148E+03,-87.13501E+00
+2.49049E+03,-86.92261E+00
+2.50951E+03,-86.65405E+00
+2.52852E+03,-87.14233E+00
+2.54753E+03,-87.02759E+00
+2.56654E+03,-87.01538E+00
+2.58555E+03,-86.49780E+00
+2.60456E+03,-87.00806E+00
+2.62357E+03,-87.97241E+00
+2.64259E+03,-90.71655E+00
+2.66160E+03,-91.00708E+00
+2.68061E+03,-89.19312E+00
+2.69962E+03,-88.61694E+00
+2.71863E+03,-89.09302E+00
+2.73764E+03,-89.44946E+00
+2.75665E+03,-89.27368E+00
+2.77567E+03,-87.65503E+00
+2.79468E+03,-87.17163E+00
+2.81369E+03,-87.65015E+00
+2.83270E+03,-89.51538E+00
+2.85171E+03,-91.12915E+00
+2.87072E+03,-89.38599E+00
+2.88973E+03,-88.19946E+00
+2.90875E+03,-87.93335E+00
+2.92776E+03,-89.36401E+00
+2.94677E+03,-91.81763E+00
+2.96578E+03,-90.69946E+00
+2.98479E+03,-88.84888E+00
+3.00380E+03,-88.07007E+00
+3.02281E+03,-89.04419E+00
+3.04183E+03,-91.45630E+00
+3.06084E+03,-90.77026E+00
+3.07985E+03,-89.29321E+00
+3.09886E+03,-88.18970E+00
+3.11787E+03,-88.54370E+00
+3.13688E+03,-90.22095E+00
+3.15589E+03,-90.33081E+00
+3.17490E+03,-89.70337E+00
+3.19392E+03,-88.75366E+00
+3.21293E+03,-88.31665E+00
+3.23194E+03,-89.23462E+00
+3.25095E+03,-88.55347E+00
+3.26996E+03,-86.60034E+00
+3.28897E+03,-85.06714E+00
+3.30798E+03,-84.69116E+00
+3.32700E+03,-85.79468E+00
+3.34601E+03,-87.73315E+00
+3.36502E+03,-91.08765E+00
+3.38403E+03,-95.57007E+00
+3.40304E+03,-97.27173E+00
+3.42205E+03,-94.51050E+00
+3.44106E+03,-93.39233E+00
+3.46008E+03,-91.40747E+00
+3.47909E+03,-91.37817E+00
+3.49810E+03,-90.85327E+00
+3.51711E+03,-91.82007E+00
+3.53612E+03,-92.84302E+00
+3.55513E+03,-95.12817E+00
+3.57414E+03,-96.72729E+00
+3.59316E+03,-98.87085E+00
+3.61217E+03,-97.65991E+00
+3.63118E+03,-96.87866E+00
+3.65019E+03,-93.61938E+00
+3.66920E+03,-93.48267E+00
+3.68821E+03,-92.32788E+00
+3.70722E+03,-92.43530E+00
+3.72624E+03,-91.99585E+00
+3.74525E+03,-93.49976E+00
+3.76426E+03,-96.18774E+00
+3.78327E+03,-100.13306E+00
+3.80228E+03,-100.11353E+00
+3.82129E+03,-101.00464E+00
+3.84030E+03,-99.24438E+00
+3.85932E+03,-97.96021E+00
+3.87833E+03,-95.67505E+00
+3.89734E+03,-96.90796E+00
+3.91635E+03,-96.06812E+00
+3.93536E+03,-96.42944E+00
+3.95437E+03,-97.14722E+00
+3.97338E+03,-99.49341E+00
+3.99240E+03,-100.16235E+00
+4.01141E+03,-100.83374E+00
+4.03042E+03,-97.92603E+00
+4.04943E+03,-97.98218E+00
+4.06844E+03,-96.73218E+00
+4.08745E+03,-97.10327E+00
+4.10646E+03,-97.01294E+00
+4.12548E+03,-99.04175E+00
+4.14449E+03,-99.69116E+00
+4.16350E+03,-99.90601E+00
+4.18251E+03,-99.43726E+00
+4.20152E+03,-102.30835E+00
+4.22053E+03,-99.01489E+00
+4.23954E+03,-101.15356E+00
+4.25856E+03,-98.67065E+00
+4.27757E+03,-99.07104E+00
+4.29658E+03,-98.48755E+00
+4.31559E+03,-98.90747E+00
+4.33460E+03,-100.18921E+00
+4.35361E+03,-98.85864E+00
+4.37262E+03,-97.02026E+00
+4.39163E+03,-96.30005E+00
+4.41065E+03,-95.80688E+00
+4.42966E+03,-97.30591E+00
+4.44867E+03,-95.90210E+00
+4.46768E+03,-94.38110E+00
+4.48669E+03,-93.31665E+00
+4.50570E+03,-93.53394E+00
+4.52471E+03,-94.01245E+00
+4.54373E+03,-94.93042E+00
+4.56274E+03,-96.66870E+00
+4.58175E+03,-96.56616E+00
+4.60076E+03,-96.60278E+00
+4.61977E+03,-95.09399E+00
+4.63878E+03,-96.31958E+00
+4.65779E+03,-95.20386E+00
+4.67681E+03,-94.81812E+00
+4.69582E+03,-91.89819E+00
+4.71483E+03,-93.43628E+00
+4.73384E+03,-94.83276E+00
+4.75285E+03,-100.05005E+00
+4.77186E+03,-101.93726E+00
+4.79087E+03,-107.83325E+00
+4.80989E+03,-102.57935E+00
+4.82890E+03,-105.16968E+00
+4.84791E+03,-99.36646E+00
+4.86692E+03,-97.91138E+00
+4.88593E+03,-96.29272E+00
+4.90494E+03,-96.36353E+00
+4.92395E+03,-97.89185E+00
+4.94297E+03,-104.28833E+00
+4.96198E+03,-104.80103E+00
+4.98099E+03,-102.84302E+00
+5.00000E+03,-103.74878E+00
+5.01901E+03,-102.13013E+00
+5.03802E+03,-103.32642E+00
+5.05703E+03,-102.36206E+00
+5.07605E+03,-98.00171E+00
+5.09506E+03,-100.41382E+00
+5.11407E+03,-99.06372E+00
+5.13308E+03,-108.73413E+00
+5.15209E+03,-105.28198E+00
+5.17110E+03,-104.64478E+00
+5.19011E+03,-111.00464E+00
+5.20913E+03,-105.36255E+00
+5.22814E+03,-112.42065E+00
+5.24715E+03,-113.03101E+00
+5.26616E+03,-98.77319E+00
+5.28517E+03,-98.87329E+00
+5.30418E+03,-95.35522E+00
+5.32319E+03,-98.93433E+00
+5.34221E+03,-99.13696E+00
+5.36122E+03,-103.51440E+00
+5.38023E+03,-104.72534E+00
+5.39924E+03,-102.24976E+00
+5.41825E+03,-105.37720E+00
+5.43726E+03,-104.46899E+00
+5.45627E+03,-103.45337E+00
+5.47529E+03,-100.15747E+00
+5.49430E+03,-99.00269E+00
+5.51331E+03,-98.98071E+00
+5.53232E+03,-100.57251E+00
+5.55133E+03,-99.09790E+00
+5.57034E+03,-99.78394E+00
+5.58935E+03,-97.66724E+00
+5.60837E+03,-100.65063E+00
+5.62738E+03,-98.99780E+00
+5.64639E+03,-103.69995E+00
+5.66540E+03,-97.28882E+00
+5.68441E+03,-102.60376E+00
+5.70342E+03,-97.47437E+00
+5.72243E+03,-106.33911E+00
+5.74144E+03,-104.80835E+00
+5.76046E+03,-109.51050E+00
+5.77947E+03,-109.48608E+00
+5.79848E+03,-111.56616E+00
+5.81749E+03,-115.59937E+00
+5.83650E+03,-111.75415E+00
+5.85551E+03,-105.78735E+00
+5.87452E+03,-103.16528E+00
+5.89354E+03,-98.48999E+00
+5.91255E+03,-100.64087E+00
+5.93156E+03,-100.45044E+00
+5.95057E+03,-105.60425E+00
+5.96958E+03,-100.38696E+00
+5.98859E+03,-101.48560E+00
+6.00760E+03,-96.96899E+00
+6.02662E+03,-100.50171E+00
+6.04563E+03,-98.26294E+00
+6.06464E+03,-102.22534E+00
+6.08365E+03,-98.31909E+00
+6.10266E+03,-101.20972E+00
+6.12167E+03,-98.64380E+00
+6.14068E+03,-100.78247E+00
+6.15970E+03,-99.97192E+00
+6.17871E+03,-99.39819E+00
+6.19772E+03,-97.23267E+00
+6.21673E+03,-98.09448E+00
+6.23574E+03,-98.02368E+00
+6.25475E+03,-101.22437E+00
+6.27376E+03,-101.14136E+00
+6.29278E+03,-100.14038E+00
+6.31179E+03,-99.07349E+00
+6.33080E+03,-100.57007E+00
+6.34981E+03,-100.30640E+00
+6.36882E+03,-102.66479E+00
+6.38783E+03,-104.25659E+00
+6.40684E+03,-102.33765E+00
+6.42586E+03,-102.59155E+00
+6.44487E+03,-100.23071E+00
+6.46388E+03,-98.34351E+00
+6.48289E+03,-98.14331E+00
+6.50190E+03,-99.72778E+00
+6.52091E+03,-100.64575E+00
+6.53992E+03,-105.96802E+00
+6.55894E+03,-109.29810E+00
+6.57795E+03,-115.72632E+00
+6.59696E+03,-109.63989E+00
+6.61597E+03,-110.47241E+00
+6.63498E+03,-108.64624E+00
+6.65399E+03,-102.27905E+00
+6.67300E+03,-101.29272E+00
+6.69202E+03,-97.57446E+00
+6.71103E+03,-99.50317E+00
+6.73004E+03,-98.28735E+00
+6.74905E+03,-99.34937E+00
+6.76806E+03,-96.20728E+00
+6.78707E+03,-96.08765E+00
+6.80608E+03,-97.45483E+00
+6.82510E+03,-96.29761E+00
+6.84411E+03,-99.51050E+00
+6.86312E+03,-99.25659E+00
+6.88213E+03,-103.56079E+00
+6.90114E+03,-101.43921E+00
+6.92015E+03,-106.31226E+00
+6.93916E+03,-100.50415E+00
+6.95817E+03,-104.62280E+00
+6.97719E+03,-102.77222E+00
+6.99620E+03,-109.96948E+00
+7.01521E+03,-107.02026E+00
+7.03422E+03,-105.03540E+00
+7.05323E+03,-107.07153E+00
+7.07224E+03,-103.65356E+00
+7.09125E+03,-106.70044E+00
+7.11027E+03,-106.02417E+00
+7.12928E+03,-106.28540E+00
+7.14829E+03,-115.82153E+00
+7.16730E+03,-108.04565E+00
+7.18631E+03,-104.94751E+00
+7.20532E+03,-105.04517E+00
+7.22433E+03,-105.75317E+00
+7.24335E+03,-108.25073E+00
+7.26236E+03,-110.12817E+00
+7.28137E+03,-105.61890E+00
+7.30038E+03,-114.54468E+00
+7.31939E+03,-108.91479E+00
+7.33840E+03,-106.70288E+00
+7.35741E+03,-107.56470E+00
+7.37643E+03,-114.48608E+00
+7.39544E+03,-109.11743E+00
+7.41445E+03,-108.19214E+00
+7.43346E+03,-104.50073E+00
+7.45247E+03,-105.57251E+00
+7.47148E+03,-102.54028E+00
+7.49049E+03,-102.37183E+00
+7.50951E+03,-101.54175E+00
+7.52852E+03,-102.24731E+00
+7.54753E+03,-104.28589E+00
+7.56654E+03,-105.62622E+00
+7.58555E+03,-108.41675E+00
+7.60456E+03,-109.06616E+00
+7.62357E+03,-107.43530E+00
+7.64259E+03,-105.37964E+00
+7.66160E+03,-105.66528E+00
+7.68061E+03,-104.86206E+00
+7.69962E+03,-107.95776E+00
+7.71863E+03,-108.09448E+00
+7.73764E+03,-110.66040E+00
+7.75665E+03,-114.70825E+00
+7.77567E+03,-110.52124E+00
+7.79468E+03,-113.21411E+00
+7.81369E+03,-110.66040E+00
+7.83270E+03,-105.16968E+00
+7.85171E+03,-102.52808E+00
+7.87072E+03,-100.78491E+00
+7.88973E+03,-101.13403E+00
+7.90875E+03,-101.62231E+00
+7.92776E+03,-107.19604E+00
+7.94677E+03,-108.15552E+00
+7.96578E+03,-108.94653E+00
+7.98479E+03,-115.94604E+00
+8.00380E+03,-111.25610E+00
+8.02281E+03,-107.39380E+00
+8.04183E+03,-107.30835E+00
+8.06084E+03,-105.41382E+00
+8.07985E+03,-106.01685E+00
+8.09886E+03,-104.55444E+00
+8.11787E+03,-104.95483E+00
+8.13688E+03,-103.18726E+00
+8.15589E+03,-104.61060E+00
+8.17490E+03,-105.38452E+00
+8.19392E+03,-108.64380E+00
+8.21293E+03,-108.65845E+00
+8.23194E+03,-106.40503E+00
+8.25095E+03,-105.16235E+00
+8.26996E+03,-103.68774E+00
+8.28897E+03,-100.08911E+00
+8.30798E+03,-99.54712E+00
+8.32700E+03,-99.12231E+00
+8.34601E+03,-102.23755E+00
+8.36502E+03,-103.06030E+00
+8.38403E+03,-103.81470E+00
+8.40304E+03,-104.18335E+00
+8.42205E+03,-104.63013E+00
+8.44106E+03,-105.93872E+00
+8.46008E+03,-110.41870E+00
+8.47909E+03,-108.64380E+00
+8.49810E+03,-110.97534E+00
+8.51711E+03,-111.89331E+00
+8.53612E+03,-111.76147E+00
+8.55513E+03,-110.67749E+00
+8.57414E+03,-109.77173E+00
+8.59316E+03,-110.89722E+00
+8.61217E+03,-111.42212E+00
+8.63118E+03,-112.13989E+00
+8.65019E+03,-113.24585E+00
+8.66920E+03,-109.44946E+00
+8.68821E+03,-108.47778E+00
+8.70722E+03,-111.70288E+00
+8.72624E+03,-119.94019E+00
+8.74525E+03,-119.37134E+00
+8.76426E+03,-109.35913E+00
+8.78327E+03,-106.75171E+00
+8.80228E+03,-109.11499E+00
+8.82129E+03,-111.30005E+00
+8.84030E+03,-111.68335E+00
+8.85932E+03,-111.39038E+00
+8.87833E+03,-107.79175E+00
+8.89734E+03,-105.54321E+00
+8.91635E+03,-105.57251E+00
+8.93536E+03,-106.16821E+00
+8.95437E+03,-105.27222E+00
+8.97338E+03,-105.02075E+00
+8.99240E+03,-105.45288E+00
+9.01141E+03,-107.78198E+00
+9.03042E+03,-105.29175E+00
+9.04943E+03,-102.50610E+00
+9.06844E+03,-101.77368E+00
+9.08745E+03,-102.02759E+00
+9.10646E+03,-102.36938E+00
+9.12548E+03,-104.21265E+00
+9.14449E+03,-106.53687E+00
+9.16350E+03,-106.07544E+00
+9.18251E+03,-108.79761E+00
+9.20152E+03,-109.01489E+00
+9.22053E+03,-104.30786E+00
+9.23954E+03,-102.66235E+00
+9.25856E+03,-102.08618E+00
+9.27757E+03,-103.78296E+00
+9.29658E+03,-104.62036E+00
+9.31559E+03,-103.89282E+00
+9.33460E+03,-105.21118E+00
+9.35361E+03,-107.14966E+00
+9.37262E+03,-112.26929E+00
+9.39163E+03,-114.82300E+00
+9.41065E+03,-115.93384E+00
+9.42966E+03,-111.11206E+00
+9.44867E+03,-108.75854E+00
+9.46768E+03,-103.26538E+00
+9.48669E+03,-103.26538E+00
+9.50570E+03,-103.22388E+00
+9.52471E+03,-104.66919E+00
+9.54373E+03,-107.59888E+00
+9.56274E+03,-111.37085E+00
+9.58175E+03,-111.92749E+00
+9.60076E+03,-116.86401E+00
+9.61977E+03,-119.82056E+00
+9.63878E+03,-125.26001E+00
+9.65779E+03,-109.39819E+00
+9.67681E+03,-110.13306E+00
+9.69582E+03,-108.39722E+00
+9.71483E+03,-113.17749E+00
+9.73384E+03,-106.11450E+00
+9.75285E+03,-106.28052E+00
+9.77186E+03,-105.13306E+00
+9.79087E+03,-103.59009E+00
+9.80989E+03,-104.46899E+00
+9.82890E+03,-107.61841E+00
+9.84791E+03,-114.57397E+00
+9.86692E+03,-111.46362E+00
+9.88593E+03,-112.92358E+00
+9.90494E+03,-120.54321E+00
+9.92395E+03,-114.54224E+00
+9.94297E+03,-113.19458E+00
+9.96198E+03,-111.21948E+00
+9.98099E+03,-114.28589E+00
