x-axis,2
second,Volt
-250.0000E-06,-68.7814E-06
-249.7500E-06,+46.7965E-06
-249.5000E-06,+173.0528E-06
-249.2500E-06,-38.6307E-06
-249.0000E-06,-189.3844E-06
-248.7500E-06,+263.5050E-06
-248.5000E-06,+256.5955E-06
-248.2500E-06,-210.1131E-06
-248.0000E-06,-42.3995E-06
-247.7500E-06,+232.0980E-06
-247.5000E-06,+130.9673E-06
-247.2500E-06,-54.3342E-06
-247.0000E-06,+139.1332E-06
-246.7500E-06,+142.2739E-06
-246.5000E-06,+2.1985E-06
-246.2500E-06,-73.1784E-06
-246.0000E-06,+78.2035E-06
-245.7500E-06,+3.4548E-06
-245.5000E-06,-115.8920E-06
-245.2500E-06,+59.9874E-06
-245.0000E-06,+235.8668E-06
-244.7500E-06,+46.1683E-06
-244.5000E-06,+7.2236E-06
-244.2500E-06,+110.2387E-06
-244.0000E-06,+75.0628E-06
-243.7500E-06,-112.1231E-06
-243.5000E-06,-3.4548E-06
-243.2500E-06,+145.4146E-06
-243.0000E-06,+182.4749E-06
-242.7500E-06,-85.1131E-06
-242.5000E-06,-84.4849E-06
-242.2500E-06,+139.1332E-06
-242.0000E-06,+166.7714E-06
-241.7500E-06,+9.7362E-06
-241.5000E-06,+39.8869E-06
-241.2500E-06,+170.5402E-06
-241.0000E-06,+220.7915E-06
-240.7500E-06,-12.8769E-06
-240.5000E-06,-51.1935E-06
-240.2500E-06,+80.0879E-06
-240.0000E-06,+2.8266E-06
-239.7500E-06,-39.2588E-06
-239.5000E-06,+115.8920E-06
-239.2500E-06,+242.7764E-06
-239.0000E-06,+74.4347E-06
-238.7500E-06,-73.8065E-06
-238.5000E-06,+15.3894E-06
-238.2500E-06,+171.7965E-06
-238.0000E-06,+38.0025E-06
-237.7500E-06,-75.6910E-06
-237.5000E-06,+184.3593E-06
-237.2500E-06,+38.6307E-06
-237.0000E-06,-56.8467E-06
-236.7500E-06,+198.1784E-06
-236.5000E-06,+181.8467E-06
-236.2500E-06,-84.4849E-06
-236.0000E-06,-164.8869E-06
-235.7500E-06,+169.9121E-06
-235.5000E-06,+158.6055E-06
-235.2500E-06,-24.8116E-06
-235.0000E-06,+3.4548E-06
-234.7500E-06,+211.3693E-06
-234.5000E-06,+323.1784E-06
-234.2500E-06,+38.0025E-06
-234.0000E-06,-168.6558E-06
-233.7500E-06,+86.9975E-06
-233.5000E-06,+210.1131E-06
-233.2500E-06,-122.1734E-06
-233.0000E-06,-191.8970E-06
-232.7500E-06,+257.8518E-06
-232.5000E-06,+398.5553E-06
-232.2500E-06,-132.2236E-06
-232.0000E-06,-169.2839E-06
-231.7500E-06,+163.6307E-06
-231.5000E-06,+313.1281E-06
-231.2500E-06,-45.5402E-06
-231.0000E-06,-111.4950E-06
-230.7500E-06,+156.0930E-06
-230.5000E-06,+253.4548E-06
-230.2500E-06,-149.1834E-06
-230.0000E-06,-264.7613E-06
-229.7500E-06,+171.1683E-06
-229.5000E-06,+330.0879E-06
-229.2500E-06,+314.1E-09
-229.0000E-06,-75.0628E-06
-228.7500E-06,+120.9171E-06
-228.5000E-06,+191.8970E-06
-228.2500E-06,+90.1382E-06
-228.0000E-06,-136.6206E-06
-227.7500E-06,-178.0779E-06
-227.5000E-06,+91.3945E-06
-227.2500E-06,+233.3543E-06
-227.0000E-06,+65.6407E-06
-226.7500E-06,-22.9271E-06
-226.5000E-06,+73.8065E-06
-226.2500E-06,+402.3241E-06
-226.0000E-06,+200.6910E-06
-225.7500E-06,-313.7563E-06
-225.5000E-06,-240.8920E-06
-225.2500E-06,+309.9874E-06
-225.0000E-06,+471.4196E-06
-224.7500E-06,-10.3643E-06
-224.5000E-06,-367.1482E-06
-224.2500E-06,+171.7965E-06
-224.0000E-06,+431.2186E-06
-223.7500E-06,+14.7613E-06
-223.5000E-06,-320.0377E-06
-223.2500E-06,-31.7211E-06
-223.0000E-06,+188.1281E-06
-222.7500E-06,+90.7663E-06
-222.5000E-06,+15.3894E-06
-222.2500E-06,+156.7211E-06
-222.0000E-06,+100.1884E-06
-221.7500E-06,+72.5503E-06
-221.5000E-06,+80.0879E-06
-221.2500E-06,-59.9874E-06
-221.0000E-06,-43.6558E-06
-220.7500E-06,+115.2638E-06
-220.5000E-06,+151.0678E-06
-220.2500E-06,+17.2739E-06
-220.0000E-06,+14.7613E-06
-219.7500E-06,+21.6709E-06
-219.5000E-06,+254.0829E-06
-219.2500E-06,+192.5251E-06
-219.0000E-06,+10.9925E-06
-218.7500E-06,+105.2136E-06
-218.5000E-06,+139.7613E-06
-218.2500E-06,-7.8518E-06
-218.0000E-06,+20.4146E-06
-217.7500E-06,-42.3995E-06
-217.5000E-06,+29.8367E-06
-217.2500E-06,+131.5955E-06
-217.0000E-06,-46.1683E-06
-216.7500E-06,-48.0528E-06
-216.5000E-06,+232.7261E-06
-216.2500E-06,+160.4899E-06
