x-axis,1,2
second,Volt,Volt
-10.00000E-03,-34.34752E-03,+101.67242E-03
-9.99000E-03,-34.35537E-03,+101.53109E-03
-9.98000E-03,-32.43954E-03,+101.51539E-03
-9.97000E-03,-32.28251E-03,+101.43687E-03
-9.96000E-03,-31.32459E-03,+101.31124E-03
-9.95000E-03,-31.33244E-03,+101.26413E-03
-9.94000E-03,-29.41661E-03,+101.13850E-03
-9.93000E-03,-29.25958E-03,+101.16991E-03
-9.92000E-03,-27.60286E-03,+101.15421E-03
-9.91000E-03,-25.96969E-03,+100.99717E-03
-9.90000E-03,-25.57710E-03,+100.91865E-03
-9.89000E-03,-23.83401E-03,+100.87154E-03
-9.88000E-03,-23.80261E-03,+100.69881E-03
-9.87000E-03,-21.93389E-03,+100.58888E-03
-9.86000E-03,-22.06737E-03,+100.58888E-03
-9.85000E-03,-20.12013E-03,+100.51036E-03
-9.84000E-03,-20.05732E-03,+100.44755E-03
-9.83000E-03,-18.14934E-03,+100.32192E-03
-9.82000E-03,-18.04727E-03,+100.25911E-03
-9.81000E-03,-16.24136E-03,+100.10207E-03
-9.80000E-03,-15.60537E-03,+100.02355E-03
-9.79000E-03,-14.45116E-03,+100.00785E-03
-9.78000E-03,-12.51178E-03,+99.88222E-03
-9.77000E-03,-12.45682E-03,+99.83511E-03
-9.76000E-03,-10.59595E-03,+99.74089E-03
-9.75000E-03,-10.59595E-03,+99.70948E-03
-9.74000E-03,-8.93923E-03,+99.58386E-03
-9.73000E-03,-8.93138E-03,+99.45823E-03
-9.72000E-03,-7.02340E-03,+99.37971E-03
-9.71000E-03,-6.94488E-03,+99.34830E-03
-9.70000E-03,-5.28031E-03,+99.14416E-03
-9.69000E-03,-4.66787E-03,+99.06564E-03
-9.68000E-03,-3.51366E-03,+99.01853E-03
-9.67000E-03,-2.21812E-03,+98.87720E-03
-9.66000E-03,-2.30449E-03,+98.76727E-03
-9.65000E-03,-475.03E-06,+98.76727E-03
-9.64000E-03,-404.37E-06,+98.73587E-03
-9.63000E-03,+1.46435E-03,+98.61024E-03
-9.62000E-03,+1.44080E-03,+98.50031E-03
-9.61000E-03,+3.08967E-03,+98.26476E-03
-9.60000E-03,+3.34092E-03,+98.24906E-03
-9.59000E-03,+4.92698E-03,+98.04491E-03
-9.58000E-03,+5.64149E-03,+98.06061E-03
-9.57000E-03,+6.74073E-03,+97.96639E-03
-9.56000E-03,+8.49168E-03,+97.80936E-03
-9.55000E-03,+8.74293E-03,+97.80936E-03
-9.54000E-03,+10.59595E-03,+97.66803E-03
