x-axis,F1
+6.20000E+03,-98.55591E+00
+6.25000E+03,-100.36987E+00
+6.30000E+03,-99.03198E+00
+6.35000E+03,-104.57642E+00
+6.40000E+03,-94.58130E+00
+6.45000E+03,-102.95776E+00
+6.50000E+03,-97.94800E+00
+6.55000E+03,-91.59546E+00
+6.60000E+03,-81.50757E+00
+6.65000E+03,-94.53491E+00
+6.70000E+03,-96.98608E+00
+6.75000E+03,-94.94995E+00
+6.80000E+03,-99.03687E+00
+6.85000E+03,-105.33325E+00
+6.90000E+03,-94.06372E+00
+6.95000E+03,-100.96558E+00
+7.00000E+03,-40.71167E+00
+7.05000E+03,-89.76196E+00
+7.10000E+03,-100.65796E+00
+7.15000E+03,-102.16919E+00
+7.20000E+03,-93.07739E+00
+7.25000E+03,-103.09448E+00
+7.30000E+03,-94.73022E+00
+7.35000E+03,-103.37524E+00
+7.40000E+03,-94.16382E+00
+7.45000E+03,-96.63208E+00
+7.50000E+03,-109.69360E+00
+7.55000E+03,-94.59595E+00
+7.60000E+03,-86.64917E+00
+7.65000E+03,-97.51099E+00
+7.70000E+03,-105.97046E+00
+7.75000E+03,-99.72534E+00
+7.80000E+03,-100.80688E+00
+7.85000E+03,-99.80347E+00
+7.90000E+03,-96.34644E+00
+7.95000E+03,-93.84155E+00
+8.00000E+03,-77.53296E+00
+8.05000E+03,-102.34253E+00
+8.10000E+03,-101.46606E+00
+8.15000E+03,-94.46899E+00
+8.20000E+03,-98.40210E+00
+8.25000E+03,-103.27026E+00
+8.30000E+03,-100.67993E+00
+8.35000E+03,-104.44946E+00
+8.40000E+03,-95.30640E+00
+8.45000E+03,-102.71362E+00
+8.50000E+03,-113.97339E+00
+8.55000E+03,-96.05591E+00
+8.60000E+03,-83.93433E+00
+8.65000E+03,-102.77954E+00
+8.70000E+03,-100.91919E+00
+8.75000E+03,-95.09399E+00
+8.80000E+03,-106.94702E+00
+8.85000E+03,-107.27661E+00
+8.90000E+03,-100.73364E+00
+8.95000E+03,-99.68872E+00
+9.00000E+03,-46.07056E+00
+9.05000E+03,-87.80884E+00
+9.10000E+03,-104.14673E+00
+9.15000E+03,-110.92163E+00
+9.20000E+03,-92.17896E+00
+9.25000E+03,-99.25659E+00
+9.30000E+03,-101.90552E+00
+9.35000E+03,-99.65210E+00
+9.40000E+03,-99.17847E+00
+9.45000E+03,-105.66772E+00
+9.50000E+03,-101.83228E+00
+9.55000E+03,-100.41626E+00
+9.60000E+03,-85.50903E+00
+9.65000E+03,-99.09058E+00
+9.70000E+03,-105.46753E+00
+9.75000E+03,-92.36938E+00
+9.80000E+03,-118.10669E+00
+9.85000E+03,-99.62036E+00
+9.90000E+03,-101.51001E+00
+9.95000E+03,-97.72583E+00
+10.00000E+03,-81.27808E+00
+10.05000E+03,-106.95435E+00
+10.10000E+03,-94.88159E+00
+10.15000E+03,-99.60083E+00
+10.20000E+03,-96.25610E+00
+10.25000E+03,-94.93530E+00
+10.30000E+03,-101.46118E+00
+10.35000E+03,-95.79956E+00
+10.40000E+03,-99.33960E+00
+10.45000E+03,-107.51343E+00
+10.50000E+03,-97.63062E+00
+10.55000E+03,-100.81665E+00
+10.60000E+03,-86.63940E+00
+10.65000E+03,-98.90015E+00
+10.70000E+03,-102.27661E+00
+10.75000E+03,-102.43042E+00
+10.80000E+03,-98.06763E+00
+10.85000E+03,-109.45679E+00
+10.90000E+03,-109.48608E+00
+10.95000E+03,-99.32495E+00
+11.00000E+03,-52.09839E+00
+11.05000E+03,-89.91577E+00
+11.10000E+03,-98.39478E+00
+11.15000E+03,-97.06665E+00
+11.20000E+03,-94.98413E+00
+11.25000E+03,-107.32544E+00
+11.30000E+03,-107.96509E+00
+11.35000E+03,-106.42700E+00
+11.40000E+03,-97.47681E+00
+11.45000E+03,-99.85229E+00
+11.50000E+03,-103.42163E+00
+11.55000E+03,-103.58276E+00
+11.60000E+03,-94.74976E+00
+11.65000E+03,-101.33179E+00
+11.70000E+03,-106.35376E+00
+11.75000E+03,-102.48657E+00
+11.80000E+03,-102.90405E+00
+11.85000E+03,-96.07788E+00
+11.90000E+03,-103.24829E+00
+11.95000E+03,-96.27563E+00
+12.00000E+03,-88.44360E+00
+12.05000E+03,-105.67505E+00
+12.10000E+03,-97.44995E+00
+12.15000E+03,-112.15454E+00
+12.20000E+03,-93.55103E+00
+12.25000E+03,-105.47241E+00
+12.30000E+03,-98.44360E+00
+12.35000E+03,-103.84155E+00
+12.40000E+03,-97.03491E+00
+12.45000E+03,-100.84351E+00
+12.50000E+03,-105.30396E+00
+12.55000E+03,-101.95923E+00
+12.60000E+03,-89.63013E+00
+12.65000E+03,-102.55005E+00
+12.70000E+03,-103.69995E+00
+12.75000E+03,-94.29565E+00
+12.80000E+03,-102.78442E+00
+12.85000E+03,-101.09741E+00
+12.90000E+03,-103.40454E+00
+12.95000E+03,-98.39966E+00
+13.00000E+03,-59.54712E+00
+13.05000E+03,-82.01294E+00
+13.10000E+03,-98.78784E+00
+13.15000E+03,-101.15356E+00
+13.20000E+03,-101.66382E+00
+13.25000E+03,-104.73511E+00
+13.30000E+03,-107.65015E+00
+13.35000E+03,-108.56567E+00
+13.40000E+03,-95.80933E+00
+13.45000E+03,-105.53589E+00
+13.50000E+03,-101.54419E+00
+13.55000E+03,-95.33325E+00
+13.60000E+03,-97.01050E+00
+13.65000E+03,-99.94263E+00
+13.70000E+03,-103.66577E+00
+13.75000E+03,-105.25269E+00
+13.80000E+03,-98.71948E+00
+13.85000E+03,-101.99341E+00
+13.90000E+03,-96.16089E+00
+13.95000E+03,-101.52710E+00
+14.00000E+03,-99.14429E+00
+14.05000E+03,-98.93921E+00
+14.10000E+03,-98.80005E+00
+14.15000E+03,-108.48999E+00
+14.20000E+03,-102.33765E+00
+14.25000E+03,-96.44897E+00
+14.30000E+03,-95.20142E+00
+14.35000E+03,-94.42261E+00
+14.40000E+03,-104.28345E+00
+14.45000E+03,-96.61011E+00
+14.50000E+03,-101.19263E+00
+14.55000E+03,-106.14380E+00
+14.60000E+03,-94.25903E+00
+14.65000E+03,-110.53345E+00
+14.70000E+03,-95.59204E+00
+14.75000E+03,-108.66821E+00
+14.80000E+03,-102.58179E+00
+14.85000E+03,-103.87573E+00
+14.90000E+03,-90.87036E+00
+14.95000E+03,-101.30249E+00
+15.00000E+03,-70.41382E+00
+15.05000E+03,-89.40063E+00
+15.10000E+03,-99.10522E+00
+15.15000E+03,-100.29663E+00
+15.20000E+03,-108.22632E+00
+15.25000E+03,-97.83813E+00
+15.30000E+03,-113.01636E+00
+15.35000E+03,-101.63208E+00
+15.40000E+03,-97.84790E+00
+15.45000E+03,-101.49292E+00
+15.50000E+03,-106.26831E+00
+15.55000E+03,-114.92554E+00
+15.60000E+03,-92.17651E+00
+15.65000E+03,-102.14966E+00
+15.70000E+03,-91.59546E+00
+15.75000E+03,-103.14819E+00
+15.80000E+03,-102.76489E+00
+15.85000E+03,-109.33228E+00
+15.90000E+03,-102.58667E+00
+15.95000E+03,-96.10229E+00
+16.00000E+03,-95.53101E+00
+16.05000E+03,-104.51538E+00
+16.10000E+03,-102.22290E+00
+16.15000E+03,-101.99097E+00
+16.20000E+03,-101.64673E+00
+16.25000E+03,-99.57642E+00
+16.30000E+03,-104.17847E+00
+16.35000E+03,-101.11694E+00
+16.40000E+03,-97.62085E+00
+16.45000E+03,-110.05249E+00
+16.50000E+03,-102.52075E+00
+16.55000E+03,-107.54517E+00
+16.60000E+03,-103.57788E+00
+16.65000E+03,-98.75610E+00
+16.70000E+03,-99.92554E+00
+16.75000E+03,-111.27075E+00
+16.80000E+03,-94.12231E+00
+16.85000E+03,-107.91382E+00
+16.90000E+03,-99.88892E+00
+16.95000E+03,-108.54614E+00
+17.00000E+03,-74.69116E+00
+17.05000E+03,-86.85669E+00
+17.10000E+03,-104.68384E+00
+17.15000E+03,-103.94897E+00
+17.20000E+03,-93.48999E+00
+17.25000E+03,-93.46069E+00
+17.30000E+03,-94.78882E+00
+17.35000E+03,-97.98706E+00
+17.40000E+03,-99.12231E+00
+17.45000E+03,-102.25464E+00
+17.50000E+03,-105.97290E+00
+17.55000E+03,-101.45386E+00
+17.60000E+03,-101.34644E+00
+17.65000E+03,-109.70337E+00
+17.70000E+03,-105.56030E+00
+17.75000E+03,-101.91284E+00
+17.80000E+03,-103.44849E+00
+17.85000E+03,-112.96509E+00
+17.90000E+03,-97.76245E+00
+17.95000E+03,-98.78784E+00
+18.00000E+03,-98.52905E+00
+18.05000E+03,-95.35278E+00
+18.10000E+03,-112.11792E+00
+18.15000E+03,-100.67017E+00
+18.20000E+03,-101.09741E+00
+18.25000E+03,-97.65991E+00
+18.30000E+03,-98.29712E+00
+18.35000E+03,-100.62134E+00
+18.40000E+03,-98.15063E+00
+18.45000E+03,-101.78833E+00
+18.50000E+03,-107.88452E+00
+18.55000E+03,-102.90649E+00
+18.60000E+03,-100.37964E+00
+18.65000E+03,-98.40698E+00
+18.70000E+03,-94.79370E+00
+18.75000E+03,-103.80005E+00
+18.80000E+03,-103.82446E+00
+18.85000E+03,-103.63403E+00
+18.90000E+03,-103.10669E+00
+18.95000E+03,-110.43091E+00
+19.00000E+03,-78.77319E+00
+19.05000E+03,-86.08276E+00
+19.10000E+03,-100.83618E+00
+19.15000E+03,-97.72095E+00
+19.20000E+03,-113.37524E+00
+19.25000E+03,-99.45679E+00
+19.30000E+03,-97.13989E+00
+19.35000E+03,-100.32837E+00
+19.40000E+03,-95.18677E+00
+19.45000E+03,-104.07837E+00
+19.50000E+03,-96.28052E+00
+19.55000E+03,-99.60327E+00
+19.60000E+03,-99.51294E+00
+19.65000E+03,-100.18677E+00
+19.70000E+03,-93.35083E+00
+19.75000E+03,-110.96069E+00
+19.80000E+03,-99.09302E+00
+19.85000E+03,-99.37134E+00
+19.90000E+03,-97.50854E+00
+19.95000E+03,-106.15845E+00
+20.00000E+03,-111.58081E+00
+20.05000E+03,-98.43384E+00
+20.10000E+03,-103.93188E+00
+20.15000E+03,-105.02075E+00
+20.20000E+03,-100.08911E+00
+20.25000E+03,-108.36060E+00
+20.30000E+03,-100.44800E+00
+20.35000E+03,-101.48560E+00
+20.40000E+03,-103.90747E+00
+20.45000E+03,-97.68188E+00
+20.50000E+03,-97.11304E+00
+20.55000E+03,-109.55933E+00
+20.60000E+03,-109.39331E+00
+20.65000E+03,-103.51196E+00
+20.70000E+03,-104.94751E+00
+20.75000E+03,-101.34644E+00
+20.80000E+03,-106.81274E+00
+20.85000E+03,-101.50757E+00
+20.90000E+03,-93.59253E+00
+20.95000E+03,-96.53687E+00
+21.00000E+03,-77.97485E+00
+21.05000E+03,-79.43970E+00
+21.10000E+03,-98.64136E+00
+21.15000E+03,-97.32056E+00
+21.20000E+03,-97.10083E+00
+21.25000E+03,-99.49341E+00
+21.30000E+03,-104.69360E+00
+21.35000E+03,-109.99390E+00
+21.40000E+03,-105.31372E+00
+21.45000E+03,-100.36011E+00
+21.50000E+03,-98.12378E+00
+21.55000E+03,-108.92944E+00
+21.60000E+03,-108.23608E+00
+21.65000E+03,-97.22290E+00
+21.70000E+03,-108.55591E+00
+21.75000E+03,-99.97437E+00
+21.80000E+03,-95.63110E+00
+21.85000E+03,-103.88550E+00
+21.90000E+03,-103.96362E+00
+21.95000E+03,-104.91333E+00
+22.00000E+03,-96.06812E+00
+22.05000E+03,-95.47241E+00
+22.10000E+03,-92.29126E+00
+22.15000E+03,-104.92798E+00
+22.20000E+03,-99.40552E+00
+22.25000E+03,-98.07495E+00
+22.30000E+03,-111.71753E+00
+22.35000E+03,-102.48657E+00
+22.40000E+03,-111.45874E+00
+22.45000E+03,-101.95435E+00
+22.50000E+03,-95.24536E+00
+22.55000E+03,-96.54419E+00
+22.60000E+03,-107.34985E+00
+22.65000E+03,-103.19702E+00
+22.70000E+03,-100.21118E+00
+22.75000E+03,-103.99536E+00
+22.80000E+03,-97.93579E+00
+22.85000E+03,-97.11792E+00
+22.90000E+03,-105.76294E+00
+22.95000E+03,-93.53882E+00
+23.00000E+03,-84.96948E+00
+23.05000E+03,-80.34546E+00
+23.10000E+03,-97.93335E+00
+23.15000E+03,-104.21021E+00
+23.20000E+03,-97.79663E+00
+23.25000E+03,-99.84741E+00
+23.30000E+03,-106.18530E+00
+23.35000E+03,-100.67993E+00
+23.40000E+03,-97.52563E+00
+23.45000E+03,-103.62427E+00
+23.50000E+03,-103.07007E+00
+23.55000E+03,-101.29761E+00
+23.60000E+03,-92.23267E+00
+23.65000E+03,-99.52026E+00
+23.70000E+03,-104.54712E+00
+23.75000E+03,-106.77856E+00
+23.80000E+03,-97.12524E+00
+23.85000E+03,-99.41528E+00
+23.90000E+03,-96.62231E+00
+23.95000E+03,-104.20288E+00
+24.00000E+03,-112.63062E+00
+24.05000E+03,-95.64575E+00
+24.10000E+03,-101.09985E+00
+24.15000E+03,-104.14673E+00
+24.20000E+03,-94.61060E+00
+24.25000E+03,-99.15161E+00
+24.30000E+03,-103.74390E+00
+24.35000E+03,-99.96216E+00
+24.40000E+03,-98.56079E+00
+24.45000E+03,-101.79565E+00
+24.50000E+03,-98.87329E+00
+24.55000E+03,-99.61060E+00
+24.60000E+03,-106.35132E+00
+24.65000E+03,-95.50171E+00
+24.70000E+03,-112.59155E+00
+24.75000E+03,-106.39771E+00
+24.80000E+03,-108.31421E+00
+24.85000E+03,-96.03394E+00
+24.90000E+03,-97.73315E+00
+24.95000E+03,-96.97876E+00
+25.00000E+03,-90.50903E+00
+25.05000E+03,-81.83960E+00
+25.10000E+03,-95.04272E+00
+25.15000E+03,-109.90845E+00
+25.20000E+03,-95.85327E+00
+25.25000E+03,-103.80981E+00
+25.30000E+03,-111.39038E+00
+25.35000E+03,-95.86548E+00
+25.40000E+03,-102.13989E+00
+25.45000E+03,-94.09790E+00
+25.50000E+03,-102.95776E+00
+25.55000E+03,-102.83569E+00
+25.60000E+03,-102.27905E+00
+25.65000E+03,-105.96802E+00
+25.70000E+03,-100.53589E+00
+25.75000E+03,-120.52124E+00
+25.80000E+03,-97.32788E+00
+25.85000E+03,-99.54224E+00
+25.90000E+03,-99.19556E+00
+25.95000E+03,-109.32983E+00
+26.00000E+03,-103.20923E+00
+26.05000E+03,-97.40112E+00
+26.10000E+03,-95.11841E+00
+26.15000E+03,-100.16968E+00
+26.20000E+03,-96.84448E+00
+26.25000E+03,-104.78394E+00
+26.30000E+03,-103.19458E+00
+26.35000E+03,-106.22681E+00
+26.40000E+03,-100.11597E+00
+26.45000E+03,-89.80103E+00
+26.50000E+03,-105.55298E+00
+26.55000E+03,-101.18774E+00
+26.60000E+03,-93.05786E+00
+26.65000E+03,-94.81323E+00
+26.70000E+03,-94.40308E+00
+26.75000E+03,-99.68140E+00
+26.80000E+03,-97.77466E+00
+26.85000E+03,-97.00317E+00
+26.90000E+03,-102.25952E+00
+26.95000E+03,-110.04517E+00
+27.00000E+03,-89.78394E+00
+27.05000E+03,-74.73755E+00
+27.10000E+03,-112.30347E+00
+27.15000E+03,-95.67261E+00
+27.20000E+03,-94.87671E+00
+27.25000E+03,-95.26978E+00
+27.30000E+03,-95.62134E+00
+27.35000E+03,-96.80298E+00
+27.40000E+03,-98.52417E+00
+27.45000E+03,-88.65112E+00
+27.50000E+03,-101.70044E+00
+27.55000E+03,-106.19507E+00
+27.60000E+03,-101.42700E+00
+27.65000E+03,-102.53052E+00
+27.70000E+03,-112.50610E+00
+27.75000E+03,-101.06079E+00
+27.80000E+03,-97.46704E+00
+27.85000E+03,-92.29370E+00
+27.90000E+03,-99.70093E+00
+27.95000E+03,-102.85278E+00
+28.00000E+03,-109.26392E+00
+28.05000E+03,-96.21216E+00
+28.10000E+03,-111.88110E+00
+28.15000E+03,-104.30786E+00
+28.20000E+03,-99.64966E+00
+28.25000E+03,-103.26294E+00
+28.30000E+03,-105.99487E+00
+28.35000E+03,-96.68091E+00
+28.40000E+03,-103.17749E+00
+28.45000E+03,-92.62085E+00
+28.50000E+03,-99.72778E+00
+28.55000E+03,-98.19702E+00
+28.60000E+03,-95.63599E+00
+28.65000E+03,-110.05249E+00
+28.70000E+03,-104.65454E+00
+28.75000E+03,-102.11060E+00
+28.80000E+03,-100.22827E+00
+28.85000E+03,-100.38208E+00
+28.90000E+03,-102.57202E+00
+28.95000E+03,-102.97974E+00
+29.00000E+03,-94.29565E+00
+29.05000E+03,-66.94946E+00
+29.10000E+03,-107.65503E+00
+29.15000E+03,-105.92651E+00
+29.20000E+03,-102.33032E+00
+29.25000E+03,-97.28149E+00
+29.30000E+03,-98.83179E+00
+29.35000E+03,-104.08081E+00
+29.40000E+03,-97.57446E+00
+29.45000E+03,-90.13794E+00
+29.50000E+03,-96.54907E+00
+29.55000E+03,-101.90552E+00
+29.60000E+03,-100.34546E+00
+29.65000E+03,-101.79565E+00
+29.70000E+03,-97.34253E+00
+29.75000E+03,-100.72632E+00
+29.80000E+03,-105.25269E+00
+29.85000E+03,-99.63013E+00
+29.90000E+03,-100.30640E+00
+29.95000E+03,-100.11597E+00
+30.00000E+03,-103.26538E+00
+30.05000E+03,-85.63843E+00
+30.10000E+03,-102.05200E+00
+30.15000E+03,-104.38843E+00
+30.20000E+03,-95.88013E+00
+30.25000E+03,-102.68188E+00
+30.30000E+03,-98.70728E+00
+30.35000E+03,-99.54468E+00
+30.40000E+03,-101.31470E+00
+30.45000E+03,-87.12280E+00
+30.50000E+03,-97.05200E+00
+30.55000E+03,-107.76733E+00
+30.60000E+03,-102.21802E+00
+30.65000E+03,-95.80688E+00
+30.70000E+03,-96.81519E+00
+30.75000E+03,-112.10571E+00
+30.80000E+03,-101.59790E+00
+30.85000E+03,-95.30396E+00
+30.90000E+03,-100.83862E+00
+30.95000E+03,-102.72095E+00
+31.00000E+03,-92.51099E+00
+31.05000E+03,-61.14380E+00
+31.10000E+03,-100.53101E+00
+31.15000E+03,-103.47046E+00
+31.20000E+03,-97.79175E+00
+31.25000E+03,-97.31812E+00
+31.30000E+03,-93.69751E+00
+31.35000E+03,-102.94800E+00
+31.40000E+03,-98.78296E+00
+31.45000E+03,-83.29468E+00
+31.50000E+03,-110.65552E+00
+31.55000E+03,-99.77173E+00
+31.60000E+03,-99.50317E+00
+31.65000E+03,-98.09692E+00
+31.70000E+03,-96.00952E+00
+31.75000E+03,-101.10718E+00
+31.80000E+03,-97.77710E+00
+31.85000E+03,-99.86694E+00
+31.90000E+03,-110.30151E+00
+31.95000E+03,-103.86597E+00
+32.00000E+03,-104.20044E+00
+32.05000E+03,-83.60718E+00
+32.10000E+03,-97.18140E+00
+32.15000E+03,-110.14282E+00
+32.20000E+03,-97.08862E+00
+32.25000E+03,-107.99683E+00
+32.30000E+03,-95.50171E+00
+32.35000E+03,-96.88354E+00
+32.40000E+03,-97.89185E+00
+32.45000E+03,-86.14380E+00
+32.50000E+03,-106.89819E+00
+32.55000E+03,-104.48853E+00
+32.60000E+03,-97.20093E+00
+32.65000E+03,-105.76782E+00
+32.70000E+03,-94.80347E+00
+32.75000E+03,-99.98901E+00
+32.80000E+03,-98.70728E+00
+32.85000E+03,-88.28491E+00
+32.90000E+03,-109.97681E+00
+32.95000E+03,-104.42993E+00
+33.00000E+03,-101.84204E+00
+33.05000E+03,-57.41577E+00
+33.10000E+03,-95.28687E+00
+33.15000E+03,-94.61548E+00
+33.20000E+03,-93.45337E+00
+33.25000E+03,-99.07349E+00
+33.30000E+03,-96.53931E+00
+33.35000E+03,-98.04077E+00
+33.40000E+03,-92.62573E+00
+33.45000E+03,-82.55981E+00
+33.50000E+03,-104.60083E+00
+33.55000E+03,-109.26392E+00
+33.60000E+03,-97.05688E+00
+33.65000E+03,-93.84888E+00
+33.70000E+03,-94.71558E+00
+33.75000E+03,-108.65601E+00
+33.80000E+03,-99.12231E+00
+33.85000E+03,-115.36743E+00
+33.90000E+03,-94.81567E+00
+33.95000E+03,-96.20972E+00
+34.00000E+03,-101.21948E+00
+34.05000E+03,-78.70972E+00
+34.10000E+03,-100.36011E+00
+34.15000E+03,-103.89526E+00
+34.20000E+03,-99.98657E+00
+34.25000E+03,-100.63110E+00
+34.30000E+03,-96.10229E+00
+34.35000E+03,-96.87134E+00
+34.40000E+03,-94.25171E+00
+34.45000E+03,-82.50610E+00
+34.50000E+03,-107.20825E+00
+34.55000E+03,-94.75952E+00
+34.60000E+03,-103.66089E+00
+34.65000E+03,-91.38306E+00
+34.70000E+03,-103.71460E+00
+34.75000E+03,-103.14819E+00
+34.80000E+03,-99.76929E+00
+34.85000E+03,-91.44897E+00
+34.90000E+03,-98.36060E+00
+34.95000E+03,-95.49194E+00
+35.00000E+03,-104.03687E+00
+35.05000E+03,-54.93530E+00
+35.10000E+03,-102.56714E+00
+35.15000E+03,-94.59106E+00
+35.20000E+03,-98.42407E+00
+35.25000E+03,-94.91333E+00
+35.30000E+03,-111.87378E+00
+35.35000E+03,-101.84692E+00
+35.40000E+03,-99.43237E+00
+35.45000E+03,-79.93286E+00
+35.50000E+03,-111.88599E+00
+35.55000E+03,-108.82935E+00
+35.60000E+03,-96.12183E+00
+35.65000E+03,-93.42407E+00
+35.70000E+03,-104.08325E+00
+35.75000E+03,-98.54858E+00
+35.80000E+03,-102.01050E+00
+35.85000E+03,-106.87622E+00
+35.90000E+03,-105.49683E+00
+35.95000E+03,-94.14185E+00
+36.00000E+03,-99.09302E+00
+36.05000E+03,-77.18140E+00
+36.10000E+03,-113.10669E+00
+36.15000E+03,-106.53687E+00
+36.20000E+03,-107.82349E+00
+36.25000E+03,-118.40454E+00
+36.30000E+03,-93.50220E+00
+36.35000E+03,-103.94409E+00
+36.40000E+03,-97.54272E+00
+36.45000E+03,-83.04565E+00
+36.50000E+03,-111.83716E+00
+36.55000E+03,-100.02319E+00
+36.60000E+03,-104.48120E+00
+36.65000E+03,-100.59692E+00
+36.70000E+03,-103.23120E+00
+36.75000E+03,-96.57837E+00
+36.80000E+03,-100.01831E+00
+36.85000E+03,-93.89771E+00
+36.90000E+03,-102.50366E+00
+36.95000E+03,-103.04565E+00
+37.00000E+03,-95.36743E+00
+37.05000E+03,-53.44604E+00
+37.10000E+03,-95.31616E+00
+37.15000E+03,-103.15063E+00
+37.20000E+03,-99.72046E+00
+37.25000E+03,-96.37817E+00
+37.30000E+03,-101.65894E+00
+37.35000E+03,-104.43726E+00
+37.40000E+03,-106.99097E+00
+37.45000E+03,-80.70190E+00
+37.50000E+03,-103.28735E+00
+37.55000E+03,-102.95044E+00
+37.60000E+03,-113.31665E+00
+37.65000E+03,-96.78345E+00
+37.70000E+03,-102.90405E+00
+37.75000E+03,-105.19165E+00
+37.80000E+03,-100.65063E+00
+37.85000E+03,-96.70288E+00
+37.90000E+03,-106.11206E+00
+37.95000E+03,-118.84644E+00
+38.00000E+03,-101.76147E+00
+38.05000E+03,-75.72632E+00
+38.10000E+03,-112.41089E+00
+38.15000E+03,-99.46655E+00
+38.20000E+03,-108.04077E+00
+38.25000E+03,-118.76099E+00
+38.30000E+03,-97.59888E+00
+38.35000E+03,-101.23657E+00
+38.40000E+03,-100.90454E+00
+38.45000E+03,-82.23999E+00
+38.50000E+03,-105.17944E+00
+38.55000E+03,-99.28833E+00
+38.60000E+03,-99.84253E+00
+38.65000E+03,-86.44653E+00
+38.70000E+03,-102.11304E+00
+38.75000E+03,-106.86890E+00
+38.80000E+03,-111.74683E+00
