x-axis,1,2
second,Volt,Volt
-2.500000E-03,-1.441236165E+00,-455.690447E-03
-2.497500E-03,-1.461336668E+00,-463.730648E-03
-2.495000E-03,-1.461336668E+00,-471.770849E-03
-2.492500E-03,-1.481437170E+00,-471.770849E-03
-2.490000E-03,-1.501537672E+00,-471.770849E-03
-2.487500E-03,-1.501537672E+00,-479.811050E-03
-2.485000E-03,-1.520381893E+00,-479.811050E-03
-2.482500E-03,-1.521638175E+00,-487.851251E-03
-2.480000E-03,-1.520381893E+00,-487.851251E-03
-2.477500E-03,-1.521638175E+00,-495.891452E-03
-2.475000E-03,-1.540482395E+00,-495.891452E-03
-2.472500E-03,-1.521638175E+00,-495.891452E-03
-2.470000E-03,-1.541738677E+00,-495.891452E-03
-2.467500E-03,-1.540482395E+00,-495.891452E-03
-2.465000E-03,-1.540482395E+00,-495.891452E-03
-2.462500E-03,-1.521638175E+00,-495.891452E-03
-2.460000E-03,-1.521638175E+00,-503.429140E-03
-2.457500E-03,-1.541738677E+00,-495.891452E-03
-2.455000E-03,-1.521638175E+00,-495.891452E-03
-2.452500E-03,-1.520381893E+00,-495.891452E-03
-2.450000E-03,-1.501537672E+00,-495.891452E-03
-2.447500E-03,-1.501537672E+00,-487.851251E-03
-2.445000E-03,-1.481437170E+00,-487.851251E-03
-2.442500E-03,-1.481437170E+00,-487.348738E-03
-2.440000E-03,-1.461336668E+00,-479.811050E-03
-2.437500E-03,-1.461336668E+00,-479.811050E-03
-2.435000E-03,-1.461336668E+00,-471.770849E-03
-2.432500E-03,-1.441236165E+00,-471.770849E-03
-2.430000E-03,-1.421135663E+00,-463.730648E-03
-2.427500E-03,-1.401035161E+00,-455.690447E-03
-2.425000E-03,-1.380934658E+00,-455.690447E-03
-2.422500E-03,-1.360834156E+00,-455.187935E-03
-2.420000E-03,-1.340733654E+00,-439.610045E-03
-2.417500E-03,-1.320633152E+00,-439.107533E-03
-2.415000E-03,-1.319376870E+00,-431.569844E-03
-2.412500E-03,-1.280432147E+00,-423.529644E-03
-2.410000E-03,-1.260331645E+00,-423.027131E-03
-2.407500E-03,-1.240231142E+00,-415.489443E-03
-2.405000E-03,-1.200030138E+00,-399.409041E-03
-2.402500E-03,-1.179929635E+00,-391.368840E-03
-2.400000E-03,-1.159829133E+00,-391.368840E-03
-2.397500E-03,-1.119628129E+00,-382.826126E-03
-2.395000E-03,-1.099527626E+00,-374.785925E-03
-2.392500E-03,-1.079427124E+00,-359.208036E-03
-2.390000E-03,-1.039226119E+00,-351.167835E-03
