x-axis,1,2
second,Volt,Volt
-23.00000E-06,+566.83419272E-03,-8.37971112132E+00
-22.97700E-06,+566.83419272E-03,-8.37971112132E+00
-22.95400E-06,+566.83419272E-03,-8.37971112132E+00
-22.93100E-06,+529.04524654E-03,-8.37971112132E+00
-22.90800E-06,+529.04524654E-03,-8.37971112132E+00
-22.88500E-06,+529.04524654E-03,-8.37971112132E+00
-22.86200E-06,+491.25630036E-03,-8.37971112132E+00
-22.83900E-06,+491.25630036E-03,-8.17870609462E+00
-22.81600E-06,+491.25630036E-03,-8.17870609462E+00
-22.79300E-06,+453.46735418E-03,-8.17870609462E+00
-22.77000E-06,+491.25630036E-03,-8.17870609462E+00
-22.74700E-06,+453.46735418E-03,-8.17870609462E+00
-22.72400E-06,+453.46735418E-03,-8.17870609462E+00
-22.70100E-06,+415.67840800E-03,-8.17870609462E+00
-22.67800E-06,+415.67840800E-03,-8.17870609462E+00
-22.65500E-06,+415.67840800E-03,-7.97770106792E+00
-22.63200E-06,+413.31659886E-03,-7.97770106792E+00
-22.60900E-06,+377.88946182E-03,-7.97770106792E+00
-22.58600E-06,+377.88946182E-03,-7.97770106792E+00
-22.56300E-06,+340.10051563E-03,-7.97770106792E+00
-22.54000E-06,+340.10051563E-03,-7.77669604123E+00
-22.51700E-06,+340.10051563E-03,-7.77669604123E+00
-22.49400E-06,+340.10051563E-03,-7.77669604123E+00
-22.47100E-06,+337.73870650E-03,-7.57569101453E+00
-22.44800E-06,+299.94976032E-03,-7.57569101453E+00
-22.42500E-06,+264.52262327E-03,-7.57569101453E+00
-22.40200E-06,+264.52262327E-03,-7.57569101453E+00
-22.37900E-06,+264.52262327E-03,-7.57569101453E+00
-22.35600E-06,+226.73367709E-03,-7.37468598783E+00
-22.33300E-06,+264.52262327E-03,-7.37468598783E+00
-22.31000E-06,+226.73367709E-03,-7.37468598783E+00
-22.28700E-06,+226.73367709E-03,-7.37468598783E+00
-22.26400E-06,+226.73367709E-03,-7.17368096113E+00
-22.24100E-06,+188.94473091E-03,-7.17368096113E+00
-22.21800E-06,+188.94473091E-03,-7.17368096113E+00
-22.19500E-06,+151.15578473E-03,-6.97267593443E+00
-22.17200E-06,+151.15578473E-03,-6.97267593443E+00
-22.14900E-06,+151.15578473E-03,-6.97267593443E+00
-22.12600E-06,+113.36683854E-03,-6.97267593443E+00
-22.10300E-06,+113.36683854E-03,-6.97267593443E+00
-22.08000E-06,+75.57789236E-03,-6.97267593443E+00
-22.05700E-06,+75.57789236E-03,-6.77167090774E+00
