x-axis,1,2
second,Volt,Volt
-900.0000E-03,+672.1608E-03,-7.0753768E+00
-899.1000E-03,+679.7990E-03,-6.9145728E+00
-898.2000E-03,+687.4372E-03,-7.0753768E+00
-897.3000E-03,+702.7136E-03,-7.1557788E+00
-896.4000E-03,+702.7136E-03,-7.2361808E+00
-895.5000E-03,+710.3518E-03,-7.2361808E+00
-894.6000E-03,+717.9899E-03,-7.2361808E+00
-893.7000E-03,+717.9899E-03,-7.3165828E+00
-892.8000E-03,+717.9899E-03,-7.3969848E+00
-891.9000E-03,+733.2663E-03,-7.4673366E+00
-891.0000E-03,+733.2663E-03,-7.5577889E+00
-890.1000E-03,+740.9045E-03,-7.5577889E+00
-889.2000E-03,+733.2663E-03,-7.7185929E+00
-888.3000E-03,+755.2261E-03,-7.7889446E+00
-887.4000E-03,+763.8191E-03,-7.7185929E+00
-886.5000E-03,+763.8191E-03,-7.7989949E+00
-885.6000E-03,+763.8191E-03,-7.7185929E+00
-884.7000E-03,+771.4573E-03,-7.8793969E+00
-883.8000E-03,+778.1407E-03,-8.0402009E+00
-882.9000E-03,+779.0955E-03,-8.0402009E+00
-882.0000E-03,+794.3719E-03,-7.8793969E+00
-881.1000E-03,+794.3719E-03,-8.0402009E+00
-880.2000E-03,+794.3719E-03,-8.2010049E+00
-879.3000E-03,+794.3719E-03,-8.2010049E+00
-878.4000E-03,+809.6482E-03,-8.3517587E+00
-877.5000E-03,+809.6482E-03,-8.2010049E+00
-876.6000E-03,+809.6482E-03,-8.3618090E+00
-875.7000E-03,+824.9246E-03,-8.4422110E+00
-874.8000E-03,+824.9246E-03,-8.3618090E+00
-873.9000E-03,+831.6080E-03,-8.5226130E+00
-873.0000E-03,+824.9246E-03,-8.5226130E+00
-872.1000E-03,+840.2010E-03,-8.6030150E+00
-871.2000E-03,+840.2010E-03,-8.6834170E+00
-870.3000E-03,+855.4774E-03,-8.6834170E+00
-869.4000E-03,+855.4774E-03,-8.6834170E+00
-868.5000E-03,+870.7538E-03,-8.8442210E+00
-867.6000E-03,+869.7990E-03,-8.8442210E+00
-866.7000E-03,+870.7538E-03,-8.9145728E+00
-865.8000E-03,+870.7538E-03,-8.9949748E+00
-864.9000E-03,+892.7136E-03,-9.0753768E+00
-864.0000E-03,+900.3517E-03,-9.1557788E+00
-863.1000E-03,+892.7136E-03,-9.0854270E+00
-862.2000E-03,+886.0301E-03,-9.1658290E+00
-861.3000E-03,+893.6683E-03,-9.2361808E+00
-860.4000E-03,+916.5829E-03,-9.3165828E+00
